run_id,scenario,window_start,window_end,throughput_mbps,pdr_percent,avg_delay_s,tx_packets,rx_packets,rx_bytes,udp_rx_in_window,udp_expected_in_window,udp_loss_percent,overhead_ratio,hello_count,olsr_control_bytes_with_hello,path_hops_internal,min_attacker_trust,avg_attacker_trust,blacklist_max_size,mac_tx_in_window,mac_drop_in_window,mac_tx_total,mac_drop_total
84,baseline,120.000000,160.000000,0.001944,100.000000,0.020047,18,18,9720,18,18,0.000000,29.825103,1000,289900,4,1.000000,1.000000,0,1750,0,6504,0
84,attack_only,220.000000,260.000000,0.001944,100.000000,0.008701,18,18,9720,18,18,0.000000,29.516461,1000,286900,4,1.000000,1.000000,0,1705,0,10680,0
84,defense_only,320.000000,360.000000,0.001944,100.000000,0.017705,18,18,9720,18,18,0.000000,86.662551,1000,842360,4,1.000000,1.000000,0,2460,0,16484,0
84,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.011936,18,18,9720,18,18,0.000000,93.516049,1000,908976,4,0.000000,0.775510,1,2370,0,22334,0
94,baseline,120.000000,160.000000,0.001944,100.000000,0.036833,18,18,9720,18,18,0.000000,31.913169,1000,310196,7,1.000000,1.000000,0,1911,0,6938,0
94,attack_only,220.000000,260.000000,0.000000,0.000000,0.000000,18,0,0,0,18,100.000000,0.000000,1000,311628,7,1.000000,1.000000,0,1861,0,11477,0
94,defense_only,320.000000,360.000000,0.001944,100.000000,0.032442,18,18,9720,18,18,0.000000,85.998354,1000,835904,7,1.000000,1.000000,0,2491,0,17436,0
94,defense_vs_attack,420.000000,460.000000,0.001728,88.888889,0.019137,18,16,8640,16,18,11.111111,95.670833,1000,826596,7,0.000000,0.836735,1,2480,0,23485,0
95,baseline,120.000000,160.000000,0.001944,100.000000,0.026143,18,18,9720,18,18,0.000000,25.167490,1000,244628,5,1.000000,1.000000,0,1618,0,5996,0
95,attack_only,220.000000,260.000000,0.000000,0.000000,0.000000,18,0,0,0,18,100.000000,0.000000,1000,240464,5,1.000000,1.000000,0,1553,0,9814,0
95,defense_only,320.000000,360.000000,0.001944,100.000000,0.016875,18,18,9720,18,18,0.000000,98.250617,1000,954996,5,1.000000,1.000000,0,2419,0,15664,0
95,defense_vs_attack,420.000000,460.000000,0.001188,61.111111,0.024188,18,11,5940,11,18,38.888889,153.496970,1000,911772,5,0.000000,0.857143,1,2406,0,21637,0
